game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_team_id,gameHome,gameAway,home_scored_avg,home_conceded_avg,away_team_id,away_scored_avg,away_conceded_avg,total
5,3,0,2,5,0,1,5,0,2,5,0,5,2,0,25,1,2,3.0,2.8043478260869565,52,2.6666666666666665,3.0,3
1,2,1,6,0,1,3,4,1,3,2,0,3,2,1,13,3,4,3.5625,2.3333333333333335,14,3.0833333333333335,3.125,7
0,5,0,4,2,0,1,4,0,4,1,0,0,4,1,9,2,5,2.3275862068965516,2.5344827586206895,28,2.526315789473684,2.3859649122807016,7
5,2,1,4,5,1,2,4,1,3,1,1,3,1,0,16,3,5,2.0869565217391304,3.0,30,2.4313725490196076,2.7254901960784315,8
3,2,0,2,1,0,1,2,1,0,2,0,0,3,1,18,1,6,2.872340425531915,2.3617021276595747,19,2.509433962264151,2.339622641509434,7
4,1,0,3,2,0,3,4,0,1,3,0,2,7,1,20,5,2,3.3191489361702127,2.723404255319149,15,2.9272727272727272,2.6545454545454548,7
3,1,1,4,7,0,3,5,1,3,2,0,2,3,1,29,3,4,2.369565217391304,2.5217391304347827,24,2.8867924528301887,2.3773584905660377,7
1,5,0,0,3,0,0,1,0,0,4,0,3,2,1,7,3,4,2.9791666666666665,2.6041666666666665,25,2.8043478260869565,3.0,7
0,4,0,6,3,1,1,4,0,5,3,1,1,2,1,3,0,2,2.3333333333333335,2.6,8,2.981132075471698,2.7547169811320753,2
1,2,0,0,3,1,3,1,0,3,2,1,4,8,0,26,2,1,2.253968253968254,2.5873015873015874,22,2.617021276595745,2.8297872340425534,3
4,1,1,2,3,0,4,5,0,5,3,1,1,3,0,12,1,3,3.3333333333333335,2.6666666666666665,5,3.3968253968253967,2.5238095238095237,4
2,5,0,4,7,0,4,1,0,1,5,0,1,4,1,21,3,2,3.130434782608696,2.4130434782608696,52,2.6666666666666665,3.0,5
4,3,1,6,2,1,0,2,0,3,4,0,2,4,0,2,2,3,3.037037037037037,2.888888888888889,3,2.6,2.3333333333333335,5
1,3,0,1,4,0,2,3,0,7,4,1,4,2,0,23,3,2,2.6470588235294117,2.607843137254902,15,2.9272727272727272,2.6545454545454548,5
3,2,0,3,2,0,2,3,1,2,5,0,4,3,0,4,2,3,2.9375,2.7708333333333335,24,2.8867924528301887,2.3773584905660377,5
1,3,0,4,3,0,3,2,0,0,3,1,2,5,0,8,2,1,2.7547169811320753,2.981132075471698,25,2.8043478260869565,3.0,3
2,5,0,5,4,0,4,2,0,1,3,0,1,3,1,30,1,5,2.7254901960784315,2.4313725490196076,16,3.0,2.0869565217391304,6
3,4,1,2,1,1,1,2,0,6,4,1,6,3,1,1,2,1,2.6875,2.3333333333333335,14,3.0833333333333335,3.125,3
8,2,0,3,4,0,4,3,0,3,2,1,2,1,0,16,6,5,2.0869565217391304,3.0,9,2.5344827586206895,2.3275862068965516,11
1,0,0,3,2,0,2,1,0,4,3,0,3,2,0,19,3,2,2.339622641509434,2.509433962264151,52,2.6666666666666665,3.0,5
2,6,0,3,4,1,3,6,0,5,0,0,1,4,1,22,0,4,2.8297872340425534,2.617021276595745,10,2.963636363636364,2.8181818181818183,4
3,2,1,1,0,0,3,2,1,4,1,0,0,1,0,3,2,0,2.3333333333333335,2.6,7,2.6041666666666665,2.9791666666666665,2
4,0,0,5,2,1,1,6,0,2,3,0,3,2,1,26,4,3,2.253968253968254,2.5873015873015874,28,2.526315789473684,2.3859649122807016,7
2,4,0,3,5,0,3,0,0,3,2,0,0,3,1,6,3,2,2.2285714285714286,2.8,24,2.8867924528301887,2.3773584905660377,5
5,3,0,5,2,1,2,1,0,2,4,1,1,3,1,5,3,2,2.5238095238095237,3.3968253968253967,6,2.8,2.2285714285714286,5
3,4,1,6,4,1,0,2,0,4,2,1,4,5,0,23,1,2,2.6470588235294117,2.607843137254902,17,2.533333333333333,2.433333333333333,3
3,1,0,5,2,1,2,3,0,5,1,1,2,1,0,20,2,4,3.3191489361702127,2.723404255319149,10,2.963636363636364,2.8181818181818183,6
3,1,0,7,4,0,3,4,0,1,4,0,1,2,1,13,0,4,3.5625,2.3333333333333335,19,2.509433962264151,2.339622641509434,4
5,4,0,1,0,0,2,5,1,5,1,0,1,3,0,4,0,7,2.9375,2.7708333333333335,15,2.9272727272727272,2.6545454545454548,7
5,2,0,1,4,0,1,4,1,4,2,1,7,2,0,5,4,2,2.5238095238095237,3.3968253968253967,29,2.5217391304347827,2.369565217391304,6
3,4,1,6,4,0,6,0,0,4,1,1,5,1,0,9,4,5,2.3275862068965516,2.5344827586206895,2,2.888888888888889,3.037037037037037,9
1,5,0,2,4,1,3,4,0,2,6,1,1,5,1,12,0,3,3.3333333333333335,2.6666666666666665,14,3.0833333333333335,3.125,3
3,5,0,4,1,0,4,5,0,3,2,1,2,4,0,20,3,4,3.3191489361702127,2.723404255319149,17,2.533333333333333,2.433333333333333,7
6,4,0,2,1,1,3,1,0,1,2,0,2,4,1,1,0,1,2.6875,2.3333333333333335,4,2.7708333333333335,2.9375,1
1,3,0,0,2,0,4,3,0,3,4,0,4,3,0,52,1,5,3.0,2.6666666666666665,16,3.0,2.0869565217391304,6
0,2,0,0,3,0,1,3,1,4,3,1,3,4,0,14,4,2,3.125,3.0833333333333335,19,2.509433962264151,2.339622641509434,6
2,5,0,3,6,1,3,2,0,4,2,1,3,6,1,2,3,1,3.037037037037037,2.888888888888889,6,2.8,2.2285714285714286,4
3,4,1,3,2,0,0,3,0,0,5,0,4,2,1,25,2,3,3.0,2.8043478260869565,21,2.4130434782608696,3.130434782608696,5
2,4,0,4,2,1,3,4,0,5,2,1,3,5,0,15,3,2,2.6545454545454548,2.9272727272727272,13,2.3333333333333335,3.5625,5
3,1,0,4,2,0,2,0,0,4,1,1,5,2,1,7,3,6,2.9791666666666665,2.6041666666666665,24,2.8867924528301887,2.3773584905660377,9
0,5,0,5,3,0,5,3,0,6,2,1,4,1,1,23,4,0,2.6470588235294117,2.607843137254902,10,2.963636363636364,2.8181818181818183,4
4,1,0,3,0,0,1,0,0,4,5,0,1,8,1,30,4,3,2.7254901960784315,2.4313725490196076,8,2.981132075471698,2.7547169811320753,7
2,4,0,0,3,0,4,1,0,2,4,0,2,7,1,29,0,3,2.369565217391304,2.5217391304347827,5,3.3968253968253967,2.5238095238095237,3
2,1,1,1,4,0,5,3,0,5,1,1,4,2,1,3,5,1,2.3333333333333335,2.6,12,2.6666666666666665,3.3333333333333335,6
6,1,0,1,10,0,0,3,0,3,2,1,6,5,0,21,4,1,3.130434782608696,2.4130434782608696,8,2.981132075471698,2.7547169811320753,5
5,2,0,7,4,0,4,6,0,2,3,0,1,2,1,9,3,4,2.3275862068965516,2.5344827586206895,25,2.8043478260869565,3.0,7
2,6,0,0,3,0,1,3,1,2,4,0,5,4,1,22,0,5,2.8297872340425534,2.617021276595745,17,2.533333333333333,2.433333333333333,5
6,1,0,4,3,1,2,5,1,5,4,0,4,2,1,26,3,4,2.253968253968254,2.5873015873015874,18,2.3617021276595747,2.872340425531915,7
4,1,1,1,3,0,4,2,1,2,7,0,1,3,0,16,2,3,2.0869565217391304,3.0,20,2.723404255319149,3.3191489361702127,5
4,7,0,4,2,0,4,2,0,4,2,1,2,1,0,30,4,0,2.7254901960784315,2.4313725490196076,1,2.3333333333333335,2.6875,4
1,5,0,5,3,0,2,3,0,2,1,0,1,7,0,52,4,2,3.0,2.6666666666666665,17,2.533333333333333,2.433333333333333,6
3,6,0,3,2,0,1,2,0,2,5,0,2,1,1,3,1,2,2.3333333333333335,2.6,24,2.8867924528301887,2.3773584905660377,3
7,3,0,6,3,0,0,1,0,6,3,1,2,4,0,6,2,3,2.2285714285714286,2.8,25,2.8043478260869565,3.0,5
2,3,0,3,0,0,3,4,0,4,3,1,6,2,0,29,1,4,2.369565217391304,2.5217391304347827,9,2.5344827586206895,2.3275862068965516,5
0,3,0,3,4,1,2,5,1,3,0,0,1,3,0,30,5,1,2.7254901960784315,2.4313725490196076,20,2.723404255319149,3.3191489361702127,6
1,5,0,3,2,1,1,2,1,1,8,1,4,3,0,12,2,1,3.3333333333333335,2.6666666666666665,4,2.7708333333333335,2.9375,3
3,2,0,3,5,0,3,2,1,5,4,0,2,1,0,15,6,2,2.6545454545454548,2.9272727272727272,2,2.888888888888889,3.037037037037037,8
2,3,0,1,3,0,1,4,0,0,3,1,1,4,0,8,2,3,2.7547169811320753,2.981132075471698,19,2.509433962264151,2.339622641509434,5
7,5,0,3,4,0,3,4,0,1,2,1,2,3,0,13,3,4,3.5625,2.3333333333333335,22,2.617021276595745,2.8297872340425534,7
2,1,0,2,3,0,0,3,1,3,6,0,0,1,1,28,4,5,2.3859649122807016,2.526315789473684,7,2.6041666666666665,2.9791666666666665,9
5,2,0,4,0,0,5,6,0,3,6,0,4,3,1,16,4,1,2.0869565217391304,3.0,52,2.6666666666666665,3.0,5
0,2,0,4,3,1,1,3,1,1,4,1,4,3,0,3,5,1,2.3333333333333335,2.6,5,3.3968253968253967,2.5238095238095237,6
1,4,1,2,3,1,1,6,1,1,5,1,2,4,0,21,4,6,3.130434782608696,2.4130434782608696,18,2.3617021276595747,2.872340425531915,10
3,2,0,2,3,0,2,1,1,1,5,0,1,4,0,9,4,1,2.3275862068965516,2.5344827586206895,8,2.981132075471698,2.7547169811320753,5
5,4,0,4,3,0,5,2,0,1,2,0,3,0,1,15,3,2,2.6545454545454548,2.9272727272727272,30,2.4313725490196076,2.7254901960784315,5
1,4,0,1,3,0,2,3,1,3,1,0,0,6,1,19,3,2,2.339622641509434,2.509433962264151,20,2.723404255319149,3.3191489361702127,5
0,2,1,4,0,1,3,2,0,8,0,1,7,3,0,6,4,1,2.2285714285714286,2.8,13,2.3333333333333335,3.5625,5
3,2,0,2,3,0,6,3,0,3,2,1,3,4,0,14,4,2,3.125,3.0833333333333335,22,2.617021276595745,2.8297872340425534,6
4,6,1,1,2,0,1,3,1,2,1,1,4,2,0,4,0,3,2.9375,2.7708333333333335,1,2.3333333333333335,2.6875,3
1,4,0,1,4,1,3,4,1,5,4,0,7,3,0,17,3,4,2.433333333333333,2.533333333333333,25,2.8043478260869565,3.0,7
5,3,0,4,3,0,3,1,1,2,3,0,3,2,0,29,2,4,2.369565217391304,2.5217391304347827,3,2.6,2.3333333333333335,6
4,5,1,2,3,1,3,4,1,1,6,0,2,4,0,28,2,4,2.3859649122807016,2.526315789473684,23,2.607843137254902,2.6470588235294117,6
3,2,1,3,4,1,4,2,0,1,0,0,2,1,0,12,1,0,3.3333333333333335,2.6666666666666665,2,2.888888888888889,3.037037037037037,1
1,2,0,4,2,0,3,4,0,2,4,0,2,4,1,26,2,0,2.253968253968254,2.5873015873015874,7,2.6041666666666665,2.9791666666666665,2
2,4,0,3,6,0,1,4,0,4,1,1,0,2,0,4,4,2,2.9375,2.7708333333333335,22,2.617021276595745,2.8297872340425534,6
1,9,1,6,5,0,0,4,0,3,2,0,5,1,0,21,4,2,3.130434782608696,2.4130434782608696,20,2.723404255319149,3.3191489361702127,6
2,4,0,2,3,1,4,1,0,5,3,0,3,4,1,10,2,1,2.8181818181818183,2.963636363636364,1,2.3333333333333335,2.6875,3
0,3,0,0,3,0,0,2,1,1,4,0,2,5,0,24,6,2,2.3773584905660377,2.8867924528301887,7,2.6041666666666665,2.9791666666666665,8
3,5,0,6,4,0,0,3,0,5,1,0,1,3,0,52,5,0,3.0,2.6666666666666665,18,2.3617021276595747,2.872340425531915,5
2,1,0,5,3,1,2,4,0,5,1,1,6,2,0,9,3,2,2.3275862068965516,2.5344827586206895,13,2.3333333333333335,3.5625,5
3,4,0,2,3,0,7,3,1,4,3,0,0,2,0,29,5,2,2.369565217391304,2.5217391304347827,2,2.888888888888889,3.037037037037037,7
5,3,1,5,3,1,4,2,0,1,4,0,1,2,0,8,4,2,2.7547169811320753,2.981132075471698,2,2.888888888888889,3.037037037037037,6
2,1,1,3,5,0,3,1,0,4,3,1,1,6,0,25,2,5,3.0,2.8043478260869565,16,3.0,2.0869565217391304,7
5,4,0,3,2,0,1,0,1,2,3,1,5,1,0,19,2,1,2.339622641509434,2.509433962264151,5,3.3968253968253967,2.5238095238095237,3
2,6,0,1,3,0,2,3,0,6,2,0,4,2,1,17,2,3,2.433333333333333,2.533333333333333,14,3.0833333333333335,3.125,5
2,1,0,8,0,1,2,3,0,6,4,0,4,2,0,6,3,1,2.2285714285714286,2.8,10,2.963636363636364,2.8181818181818183,4
2,3,0,5,4,0,4,3,0,5,3,0,2,1,1,12,2,3,3.3333333333333335,2.6666666666666665,30,2.4313725490196076,2.7254901960784315,5
3,2,0,2,3,1,0,1,0,1,3,0,2,3,0,26,5,1,2.253968253968254,2.5873015873015874,23,2.607843137254902,2.6470588235294117,6
4,7,1,3,4,1,4,8,0,1,2,1,4,1,0,16,5,4,2.0869565217391304,3.0,22,2.617021276595745,2.8297872340425534,9
5,4,0,3,2,0,1,2,0,1,3,1,3,2,0,1,5,0,2.6875,2.3333333333333335,18,2.3617021276595747,2.872340425531915,5
5,4,0,0,4,0,4,1,0,5,3,0,0,2,1,52,5,4,3.0,2.6666666666666665,28,2.526315789473684,2.3859649122807016,9
4,1,1,4,3,0,5,2,1,1,6,0,4,5,0,6,3,0,2.2285714285714286,2.8,14,3.0833333333333335,3.125,3
4,5,0,4,2,0,4,3,1,0,3,1,5,4,0,24,3,1,2.3773584905660377,2.8867924528301887,23,2.607843137254902,2.6470588235294117,4
1,0,1,0,3,0,3,0,0,4,1,0,6,1,1,3,4,3,2.3333333333333335,2.6,13,2.3333333333333335,3.5625,7
0,3,0,2,5,0,3,4,0,2,1,1,3,2,0,21,4,1,3.130434782608696,2.4130434782608696,15,2.9272727272727272,2.6545454545454548,5
6,3,0,4,0,0,0,3,0,4,3,1,4,2,0,15,4,3,2.6545454545454548,2.9272727272727272,29,2.5217391304347827,2.369565217391304,7
1,0,0,1,3,0,2,1,1,3,4,0,3,0,0,12,2,1,3.3333333333333335,2.6666666666666665,21,2.4130434782608696,3.130434782608696,3
0,2,0,2,4,0,5,1,0,4,2,1,4,2,0,7,3,2,2.9791666666666665,2.6041666666666665,26,2.5873015873015874,2.253968253968254,5
1,4,0,3,4,0,3,2,1,3,4,1,1,2,0,8,1,2,2.7547169811320753,2.981132075471698,14,3.0833333333333335,3.125,3
6,2,0,2,1,0,2,5,0,1,3,1,0,5,0,2,3,1,3.037037037037037,2.888888888888889,18,2.3617021276595747,2.872340425531915,4
0,1,1,3,1,0,1,4,0,2,3,1,2,4,0,3,2,3,2.3333333333333335,2.6,1,2.3333333333333335,2.6875,5
2,3,0,2,3,0,0,2,1,3,5,0,2,3,0,13,3,2,3.5625,2.3333333333333335,24,2.8867924528301887,2.3773584905660377,5
4,3,0,0,1,1,4,0,1,3,4,0,5,3,0,20,2,3,3.3191489361702127,2.723404255319149,28,2.526315789473684,2.3859649122807016,5
1,4,0,4,3,0,3,4,0,2,4,0,7,1,1,17,2,3,2.433333333333333,2.533333333333333,52,2.6666666666666665,3.0,5
2,6,0,6,4,1,4,1,1,4,3,0,2,3,0,9,0,5,2.3275862068965516,2.5344827586206895,4,2.7708333333333335,2.9375,5
4,1,1,1,4,0,2,4,1,2,3,0,1,3,1,22,0,3,2.8297872340425534,2.617021276595745,25,2.8043478260869565,3.0,3
2,3,0,6,4,0,2,4,1,2,1,0,4,2,1,5,1,2,2.5238095238095237,3.3968253968253967,4,2.7708333333333335,2.9375,3
2,4,0,3,2,0,4,3,0,1,4,0,0,3,1,30,2,1,2.7254901960784315,2.4313725490196076,10,2.963636363636364,2.8181818181818183,3
3,6,0,2,3,0,3,4,0,3,2,1,3,4,1,19,7,3,2.339622641509434,2.509433962264151,21,2.4130434782608696,3.130434782608696,10
2,1,0,2,1,0,2,1,0,2,3,0,3,2,1,14,5,1,3.125,3.0833333333333335,24,2.8867924528301887,2.3773584905660377,6
4,7,0,6,2,0,1,2,0,4,1,0,3,0,0,6,3,2,2.2285714285714286,2.8,29,2.5217391304347827,2.369565217391304,5
1,4,0,7,4,1,2,3,0,4,3,0,2,3,1,20,3,7,3.3191489361702127,2.723404255319149,25,2.8043478260869565,3.0,10
3,2,0,5,4,0,3,2,0,4,3,0,6,1,1,23,1,2,2.6470588235294117,2.607843137254902,28,2.526315789473684,2.3859649122807016,3
1,2,0,7,2,0,1,5,0,2,1,1,3,0,1,2,2,3,3.037037037037037,2.888888888888889,26,2.5873015873015874,2.253968253968254,5
1,3,0,2,6,0,1,7,0,3,2,1,3,5,1,17,3,4,2.433333333333333,2.533333333333333,15,2.9272727272727272,2.6545454545454548,7
4,5,0,2,1,0,4,3,0,5,1,1,2,1,0,5,4,1,2.5238095238095237,3.3968253968253967,18,2.3617021276595747,2.872340425531915,5
3,2,1,2,3,0,1,2,1,6,2,1,3,1,1,7,3,1,2.9791666666666665,2.6041666666666665,10,2.963636363636364,2.8181818181818183,4
5,2,0,1,3,0,2,3,0,3,2,0,3,0,1,29,2,3,2.369565217391304,2.5217391304347827,8,2.981132075471698,2.7547169811320753,5
2,1,0,6,3,0,3,0,0,2,1,1,1,3,0,1,0,2,2.6875,2.3333333333333335,26,2.5873015873015874,2.253968253968254,2
5,2,0,3,4,1,1,6,1,2,3,1,3,2,0,22,1,3,2.8297872340425534,2.617021276595745,28,2.526315789473684,2.3859649122807016,4
1,2,0,2,6,0,3,2,0,3,2,1,1,2,0,30,3,2,2.7254901960784315,2.4313725490196076,13,2.3333333333333335,3.5625,5
1,3,0,9,8,0,4,5,1,6,4,1,2,1,0,52,3,2,3.0,2.6666666666666665,4,2.7708333333333335,2.9375,5
1,0,0,1,3,1,2,5,1,3,5,0,0,4,1,9,4,2,2.3275862068965516,2.5344827586206895,6,2.8,2.2285714285714286,6
5,1,0,4,1,0,2,3,0,2,3,1,4,2,1,12,3,2,3.3333333333333335,2.6666666666666665,24,2.8867924528301887,2.3773584905660377,5
3,6,0,1,4,0,3,2,1,4,5,0,3,2,0,18,7,2,2.872340425531915,2.3617021276595747,16,3.0,2.0869565217391304,9
5,4,0,2,5,0,1,2,1,3,2,1,0,2,0,19,4,2,2.339622641509434,2.509433962264151,12,2.6666666666666665,3.3333333333333335,6
3,2,1,2,1,0,2,6,0,1,3,0,4,2,0,10,4,2,2.8181818181818183,2.963636363636364,7,2.6041666666666665,2.9791666666666665,6
4,3,0,3,2,0,4,3,0,5,1,1,1,2,0,2,5,4,3.037037037037037,2.888888888888889,17,2.533333333333333,2.433333333333333,9
1,3,1,3,1,1,5,2,1,2,4,0,1,4,0,1,4,1,2.6875,2.3333333333333335,5,3.3968253968253967,2.5238095238095237,5
1,2,0,2,4,0,3,6,0,4,3,1,3,4,0,9,1,4,2.3275862068965516,2.5344827586206895,29,2.5217391304347827,2.369565217391304,5
5,1,0,2,5,0,1,2,1,4,1,0,3,2,1,15,4,1,2.6545454545454548,2.9272727272727272,19,2.509433962264151,2.339622641509434,5
4,0,1,3,6,0,4,1,1,3,5,0,2,1,0,8,0,1,2.7547169811320753,2.981132075471698,3,2.6,2.3333333333333335,1
6,2,0,5,4,0,5,3,1,0,4,0,1,6,1,20,2,4,3.3191489361702127,2.723404255319149,22,2.617021276595745,2.8297872340425534,6
1,4,0,7,3,0,5,2,0,4,3,1,3,4,0,21,1,4,3.130434782608696,2.4130434782608696,13,2.3333333333333335,3.5625,5
3,4,0,2,4,0,3,4,0,4,3,1,2,3,0,3,0,1,2.3333333333333335,2.6,26,2.5873015873015874,2.253968253968254,1
3,5,0,1,2,0,2,5,0,0,1,0,5,4,0,16,5,1,2.0869565217391304,3.0,28,2.526315789473684,2.3859649122807016,6
3,4,0,3,1,0,3,2,0,3,4,1,1,2,0,30,2,1,2.7254901960784315,2.4313725490196076,52,2.6666666666666665,3.0,3
5,2,1,2,3,0,4,1,0,2,5,1,3,2,0,23,1,2,2.6470588235294117,2.607843137254902,25,2.8043478260869565,3.0,3
1,4,0,2,1,0,3,6,0,3,6,0,3,5,0,52,4,5,3.0,2.6666666666666665,20,2.723404255319149,3.3191489361702127,9
1,2,0,3,5,0,7,4,0,2,3,0,1,2,1,5,3,1,2.5238095238095237,3.3968253968253967,24,2.8867924528301887,2.3773584905660377,4
2,3,1,3,2,1,3,0,0,2,5,0,2,6,0,12,1,4,3.3333333333333335,2.6666666666666665,6,2.8,2.2285714285714286,5
5,3,0,2,1,1,1,2,1,2,5,1,2,1,0,10,5,2,2.8181818181818183,2.963636363636364,2,2.888888888888889,3.037037037037037,7
2,1,1,1,4,1,4,1,0,0,3,0,3,4,0,17,0,2,2.433333333333333,2.533333333333333,18,2.3617021276595747,2.872340425531915,2
6,3,1,2,3,0,2,4,0,3,4,0,3,0,1,22,7,0,2.8297872340425534,2.617021276595745,29,2.5217391304347827,2.369565217391304,7
3,2,1,6,2,1,4,6,0,1,4,0,3,4,1,4,5,2,2.9375,2.7708333333333335,9,2.5344827586206895,2.3275862068965516,7
1,3,0,4,5,0,3,2,0,1,2,0,2,1,1,23,2,3,2.6470588235294117,2.607843137254902,13,2.3333333333333335,3.5625,5
3,0,0,3,2,0,1,2,1,1,0,0,3,6,0,3,1,2,2.3333333333333335,2.6,6,2.8,2.2285714285714286,3
1,2,0,1,7,0,1,7,0,5,4,1,8,1,0,8,6,2,2.7547169811320753,2.981132075471698,30,2.4313725490196076,2.7254901960784315,8
3,4,0,1,2,0,3,4,0,3,1,0,1,0,1,26,5,2,2.253968253968254,2.5873015873015874,14,3.0833333333333335,3.125,7
1,4,0,2,3,0,1,4,0,2,4,0,0,3,1,7,1,4,2.9791666666666665,2.6041666666666665,19,2.509433962264151,2.339622641509434,5
1,3,1,4,3,1,7,5,1,4,0,0,1,2,0,21,5,1,3.130434782608696,2.4130434782608696,16,3.0,2.0869565217391304,6
3,2,1,6,2,0,1,3,0,2,1,0,1,4,0,20,1,2,3.3191489361702127,2.723404255319149,29,2.5217391304347827,2.369565217391304,3
1,5,0,3,2,0,4,6,0,3,1,0,4,3,1,9,3,4,2.3275862068965516,2.5344827586206895,30,2.4313725490196076,2.7254901960784315,7
3,1,0,1,0,1,2,3,1,1,0,0,3,5,0,15,0,4,2.6545454545454548,2.9272727272727272,5,3.3968253968253967,2.5238095238095237,4
1,2,0,3,5,0,3,2,0,2,3,0,1,2,1,24,3,4,2.3773584905660377,2.8867924528301887,1,2.3333333333333335,2.6875,7
2,1,0,2,6,0,1,2,0,1,0,0,2,3,1,25,2,3,3.0,2.8043478260869565,3,2.6,2.3333333333333335,5
1,5,0,5,1,0,0,3,1,1,2,0,3,1,1,26,1,2,2.253968253968254,2.5873015873015874,1,2.3333333333333335,2.6875,3
6,3,1,5,2,0,5,4,0,7,2,1,3,4,0,4,4,1,2.9375,2.7708333333333335,7,2.6041666666666665,2.9791666666666665,5
4,3,0,4,3,0,4,1,0,0,3,0,5,4,1,17,4,3,2.433333333333333,2.533333333333333,12,2.6666666666666665,3.3333333333333335,7
2,1,0,5,2,0,1,4,0,5,4,1,0,3,0,10,2,4,2.8181818181818183,2.963636363636364,18,2.3617021276595747,2.872340425531915,6
1,2,1,4,2,0,7,2,0,2,4,0,5,1,0,6,2,3,2.2285714285714286,2.8,19,2.509433962264151,2.339622641509434,5
4,2,0,3,6,0,5,2,1,5,6,0,7,2,1,28,5,1,2.3859649122807016,2.526315789473684,14,3.0833333333333335,3.125,6
4,3,0,4,2,0,1,4,0,2,1,0,3,2,1,22,4,1,2.8297872340425534,2.617021276595745,13,2.3333333333333335,3.5625,5
1,3,0,0,2,0,4,3,0,3,4,0,4,3,0,52,3,6,3.0,2.6666666666666665,16,3.0,2.0869565217391304,9
4,1,1,3,2,1,4,1,0,3,2,0,7,3,0,23,6,2,2.6470588235294117,2.607843137254902,29,2.5217391304347827,2.369565217391304,8
2,0,0,4,2,0,2,3,1,3,2,1,4,1,1,15,2,3,2.6545454545454548,2.9272727272727272,8,2.981132075471698,2.7547169811320753,5
4,1,0,0,5,0,3,1,0,3,2,1,2,3,0,24,1,0,2.3773584905660377,2.8867924528301887,14,3.0833333333333335,3.125,1
3,5,0,6,3,0,3,0,1,3,4,0,1,3,0,5,4,3,2.5238095238095237,3.3968253968253967,2,2.888888888888889,3.037037037037037,7
2,4,0,2,3,0,4,3,0,2,1,1,1,5,0,52,2,3,3.0,2.6666666666666665,30,2.4313725490196076,2.7254901960784315,5
3,2,0,2,3,0,0,3,1,2,1,0,4,0,0,6,3,2,2.2285714285714286,2.8,12,2.6666666666666665,3.3333333333333335,5
3,4,0,4,2,0,2,3,0,2,3,0,0,3,1,20,4,3,3.3191489361702127,2.723404255319149,13,2.3333333333333335,3.5625,7
2,1,0,2,3,0,1,2,0,4,3,0,5,2,1,28,2,1,2.3859649122807016,2.526315789473684,1,2.3333333333333335,2.6875,3
5,3,1,1,0,1,4,3,0,2,4,0,4,1,0,19,6,1,2.339622641509434,2.509433962264151,25,2.8043478260869565,3.0,7
2,1,1,3,4,0,2,3,0,4,0,0,4,3,1,12,4,1,3.3333333333333335,2.6666666666666665,9,2.5344827586206895,2.3275862068965516,5
2,1,1,1,3,0,3,4,1,3,0,0,3,2,0,8,3,2,2.7547169811320753,2.981132075471698,5,3.3968253968253967,2.5238095238095237,5
1,5,1,4,3,1,3,0,0,3,2,1,3,2,0,23,1,2,2.6470588235294117,2.607843137254902,16,3.0,2.0869565217391304,3
2,4,0,4,5,0,7,1,1,1,4,1,2,3,1,10,2,1,2.8181818181818183,2.963636363636364,15,2.9272727272727272,2.6545454545454548,3
1,4,0,2,3,0,1,2,1,1,3,1,4,3,1,26,0,1,2.253968253968254,2.5873015873015874,21,2.4130434782608696,3.130434782608696,1
2,1,0,1,2,0,2,0,0,7,5,0,5,3,1,17,2,4,2.433333333333333,2.533333333333333,9,2.5344827586206895,2.3275862068965516,6
3,4,0,2,4,0,3,2,0,1,2,1,0,3,0,18,0,2,2.872340425531915,2.3617021276595747,3,2.6,2.3333333333333335,2
0,1,1,6,3,1,7,4,1,1,4,1,6,1,1,4,5,2,2.9375,2.7708333333333335,2,2.888888888888889,3.037037037037037,7
3,2,0,2,3,1,0,5,0,1,4,1,7,1,0,7,1,3,2.9791666666666665,2.6041666666666665,17,2.533333333333333,2.433333333333333,4
6,3,0,2,4,0,4,2,0,2,3,1,4,1,0,10,0,6,2.8181818181818183,2.963636363636364,29,2.5217391304347827,2.369565217391304,6
2,3,1,2,3,1,2,5,0,2,3,1,2,4,1,13,3,1,3.5625,2.3333333333333335,4,2.7708333333333335,2.9375,4
7,4,0,4,3,0,8,4,1,2,1,0,1,4,1,22,1,5,2.8297872340425534,2.617021276595745,16,3.0,2.0869565217391304,6
1,2,1,2,3,1,3,2,0,1,0,1,3,1,1,23,2,3,2.6470588235294117,2.607843137254902,26,2.5873015873015874,2.253968253968254,5
2,5,0,2,4,0,2,1,0,3,2,1,5,1,1,1,1,3,2.6875,2.3333333333333335,52,2.6666666666666665,3.0,4
3,5,1,2,5,0,1,2,1,4,2,0,3,1,0,6,4,3,2.2285714285714286,2.8,5,3.3968253968253967,2.5238095238095237,7
2,4,1,3,2,0,3,4,0,4,3,0,4,3,1,14,5,0,3.125,3.0833333333333335,3,2.6,2.3333333333333335,5
2,3,0,4,0,1,6,3,0,4,5,1,1,2,0,19,3,0,2.339622641509434,2.509433962264151,30,2.4313725490196076,2.7254901960784315,3
1,0,1,2,0,1,2,4,0,2,1,1,3,4,0,25,6,3,3.0,2.8043478260869565,24,2.8867924528301887,2.3773584905660377,9
3,2,0,3,1,0,0,3,1,5,4,1,5,4,0,2,2,3,3.037037037037037,2.888888888888889,52,2.6666666666666665,3.0,5
0,1,0,3,0,1,0,3,1,1,4,1,1,6,0,13,2,5,3.5625,2.3333333333333335,3,2.6,2.3333333333333335,7
